date,state,district,village_ward_id,village_ward_name,latitude,longitude,elevation_m,slope_deg,aspect_deg,rainfall_mm_daily,rainfall_mm_1hr_max,rainfall_mm_3day_cum,rainfall_mm_7day_cum,soil_moisture_pct,river_distance_km,river_water_level_m,river_level_change_24hr_m,landslide_history_count,flood_history_count,land_use_type,flash_flood_occurred,lead_time_hours
2023-06-11,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,14.1,5.3,26.8,50.3,28.4,4.43,2.37,0.08,5,1,built-up,0,
2023-06-12,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,9.7,2.5,34.6,55.2,29.2,4.43,2.41,0.04,5,1,forest,0,
2023-06-13,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.3,2.0,28.1,50.5,27.1,4.43,2.35,-0.06,5,1,forest,0,
2023-06-14,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.6,2.2,20.6,54.7,26.7,4.43,2.36,0.01,5,1,forest,0,
2023-06-15,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.1,1.4,14.0,50.5,26.2,4.43,2.29,-0.07,5,1,forest,0,
2023-06-16,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.1,2.6,15.8,54.7,25.8,4.43,2.21,-0.08,5,1,built-up,0,
2023-06-17,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.9,1.9,16.1,50.8,26.3,4.43,2.22,0.01,5,1,built-up,0,
2023-06-18,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.7,2.7,20.7,44.4,27.7,4.43,2.27,0.05,5,1,agriculture,0,
2023-06-19,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.0,2.2,19.6,39.7,28.2,4.43,2.31,0.04,5,1,built-up,0,
2023-06-20,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.1,2.8,19.8,42.5,26.6,4.43,2.3,-0.01,5,1,agriculture,0,
2023-06-21,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.4,3.3,19.5,43.3,26.8,4.43,2.26,-0.04,5,1,forest,0,
2023-06-22,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.0,2.2,18.5,44.2,25.7,4.43,2.18,-0.08,5,1,forest,0,
2023-06-23,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,0.7,0.2,12.1,38.8,23.2,4.43,2.08,-0.1,5,1,forest,0,
2023-06-24,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.2,2.1,9.9,37.1,22.2,4.43,2.06,-0.02,5,1,forest,0,
2023-06-25,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.8,1.6,11.7,35.2,22.4,4.43,1.92,-0.14,5,1,built-up,0,
2023-06-26,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.4,2.3,17.4,36.6,20.9,4.43,1.82,-0.1,5,1,barren,0,
2023-06-27,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,11.5,6.2,23.7,41.0,24.9,4.43,1.84,0.02,5,1,forest,0,
2023-06-28,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.5,3.4,25.4,41.1,25.1,4.43,1.8,-0.04,5,1,agriculture,0,
2023-06-29,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.1,0.8,22.1,40.2,23.5,4.43,1.73,-0.07,5,1,barren,0,
2023-06-30,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.8,1.4,14.4,43.3,22.6,4.43,1.69,-0.04,5,1,agriculture,0,
2023-07-01,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,15.6,4.5,22.5,53.7,27.4,4.43,1.74,0.05,5,1,forest,0,
2023-07-02,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,14.5,5.7,33.9,62.4,29.9,4.43,1.83,0.09,5,1,forest,0,
2023-07-03,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,1.6,0.8,31.7,57.6,28.3,4.43,1.72,-0.11,5,1,agriculture,0,
2023-07-04,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,41.4,20.1,57.5,87.5,43.4,4.43,2.12,0.4,5,1,built-up,0,
2023-07-05,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,2.0,0.9,45.0,82.0,39.1,4.43,2.09,-0.03,5,1,forest,0,
2023-07-06,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,28.7,8.4,72.1,107.6,46.4,4.43,2.37,0.28,5,1,forest,0,
2023-07-07,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,13.9,3.8,44.6,117.7,47.1,4.43,2.33,-0.04,5,1,agriculture,0,
2023-07-08,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.6,2.1,49.2,108.7,45.0,4.43,2.31,-0.02,5,1,agriculture,0,
2023-07-09,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,12.9,6.9,33.4,107.1,44.5,4.43,2.33,0.02,5,1,forest,0,
2023-07-10,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,12.2,3.1,31.7,117.7,44.7,4.43,2.44,0.11,5,1,forest,0,
2023-07-11,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,12.4,6.2,37.5,88.7,45.4,4.43,2.46,0.02,5,1,forest,0,
2023-07-12,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,18.5,5.5,43.1,105.2,50.0,4.43,2.67,0.21,5,1,built-up,0,
2023-07-13,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,11.2,3.5,42.1,87.7,50.7,4.43,2.66,-0.01,5,1,forest,0,
2023-07-14,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,9.0,3.2,38.7,82.8,48.2,4.43,2.65,-0.01,5,1,agriculture,0,
2023-07-15,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,11.3,5.8,31.5,87.5,50.2,4.43,2.71,0.06,5,1,agriculture,0,
2023-07-16,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,45.5,11.9,65.8,120.1,60.0,4.43,3.04,0.33,5,1,forest,0,
2023-07-17,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,16.3,7.9,73.1,124.2,60.0,4.43,3.1,0.06,5,1,forest,0,
2023-07-18,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,10.1,3.0,71.9,121.9,58.4,4.43,3.06,-0.04,5,1,agriculture,0,
2023-07-19,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,16.1,5.0,42.5,119.5,60.0,4.43,3.08,0.02,5,1,agriculture,0,
2023-07-20,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,33.2,16.9,59.4,141.5,60.0,4.43,3.33,0.25,5,1,built-up,0,
2023-07-21,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,18.1,5.1,67.4,150.6,60.0,4.43,3.37,0.04,5,1,built-up,0,
2023-07-22,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,28.8,14.8,80.1,168.1,60.0,4.43,3.4,0.03,5,1,agriculture,0,
2023-07-23,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,45.5,13.2,92.4,168.1,60.0,4.43,3.73,0.33,5,1,built-up,0,
2023-07-24,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.6,1.9,77.9,155.4,56.4,4.43,3.61,-0.12,5,1,forest,0,
2023-07-25,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,19.4,9.3,68.5,164.7,59.2,4.43,3.72,0.11,5,1,built-up,0,
2023-07-26,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,22.1,8.7,45.1,170.7,60.0,4.43,3.77,0.05,5,1,agriculture,0,
2023-07-27,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,11.5,6.1,53.0,149.0,58.0,4.43,3.62,-0.15,5,1,forest,0,
2023-07-28,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,15.7,7.2,49.3,146.6,56.9,4.43,3.59,-0.03,5,1,forest,0,
2023-07-29,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,24.5,12.8,51.7,142.3,60.0,4.43,3.69,0.1,5,1,forest,0,
2023-07-30,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,1.5,0.6,41.7,98.3,56.0,4.43,3.46,-0.23,5,1,forest,0,
2023-07-31,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,13.4,5.9,39.4,108.1,56.7,4.43,3.46,0.0,5,1,forest,0,
2023-08-01,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,8.9,4.4,23.8,97.6,55.7,4.43,3.53,0.07,5,1,forest,0,
2023-08-02,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.1,2.1,29.4,82.6,53.8,4.43,3.41,-0.12,5,1,built-up,0,
2023-08-03,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,105.6,27.9,121.6,176.7,60.0,4.43,4.46,1.05,5,1,forest,0,
2023-08-04,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,23.8,8.5,136.5,184.8,60.0,4.43,4.56,0.1,5,1,forest,0,
2023-08-05,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,8.9,3.4,138.3,169.2,57.3,4.43,4.47,-0.09,5,1,barren,0,
2023-08-06,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,16.3,7.2,49.0,184.0,57.5,4.43,4.47,0.0,5,1,agriculture,0,
2023-08-07,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.6,3.5,31.8,177.2,53.3,4.43,4.38,-0.09,5,1,forest,0,
2023-08-08,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,20.8,11.1,43.7,189.1,57.5,4.43,4.27,-0.11,5,1,agriculture,0,
2023-08-09,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,13.5,4.9,40.9,195.5,58.4,4.43,4.2,-0.07,5,1,built-up,0,
2023-08-10,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,20.8,6.6,55.1,110.7,59.8,4.43,4.29,0.09,5,1,forest,0,
2023-08-11,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,37.7,17.8,72.0,124.6,60.0,4.43,4.46,0.17,5,1,forest,0,
2023-08-12,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.0,2.2,64.5,121.7,57.0,4.43,4.22,-0.24,5,1,built-up,0,
2023-08-13,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,14.6,5.1,58.3,120.0,57.0,4.43,4.05,-0.17,5,1,agriculture,0,
2023-08-14,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,57.0,30.7,77.6,170.4,60.0,4.43,4.63,0.58,5,1,forest,0,
2023-08-15,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,175.3,71.2,246.9,324.9,60.0,4.43,6.52,1.89,5,1,forest,1,5
2023-08-16,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,14.4,3.6,246.7,325.8,60.0,4.43,6.41,-0.11,5,1,barren,0,
2023-08-17,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.7,1.9,193.4,308.7,56.1,4.43,6.17,-0.24,5,1,agriculture,0,
2023-08-18,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,2.7,0.9,20.8,273.7,50.8,4.43,5.98,-0.19,5,1,agriculture,0,
2023-08-19,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,12.3,6.5,18.7,280.0,51.1,4.43,5.83,-0.15,5,1,forest,0,
2023-08-20,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.1,1.8,19.1,269.5,47.0,4.43,5.6,-0.23,5,1,forest,0,
2023-08-21,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,33.9,12.4,50.3,246.4,54.7,4.43,5.77,0.17,5,1,forest,0,
2023-08-22,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,11.1,5.1,49.1,82.2,54.1,4.43,5.56,-0.21,5,1,barren,0,
2023-08-23,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,11.8,4.7,56.8,79.6,52.9,4.43,5.44,-0.12,5,1,forest,0,
2023-08-24,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,11.6,3.0,34.5,87.5,53.6,4.43,5.29,-0.15,5,1,forest,0,
2023-08-25,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.2,2.3,27.6,89.0,50.4,4.43,5.1,-0.19,5,1,forest,0,
2023-08-26,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,2.7,0.7,18.5,79.4,46.9,4.43,4.88,-0.22,5,1,forest,0,
2023-08-27,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,13.8,7.3,20.7,89.1,47.7,4.43,4.83,-0.05,5,1,barren,0,
2023-08-28,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.7,2.5,24.2,62.9,46.6,4.43,4.76,-0.07,5,1,forest,0,
2023-08-29,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,29.5,11.8,51.0,81.3,54.3,4.43,4.86,0.1,5,1,forest,0,
2023-08-30,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.1,1.9,41.3,73.6,51.2,4.43,4.66,-0.2,5,1,forest,0,
2023-08-31,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.2,1.8,39.8,68.2,47.8,4.43,4.42,-0.24,5,1,barren,0,
2023-09-01,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.8,2.0,14.1,67.8,45.8,4.43,4.25,-0.17,5,1,forest,0,
2023-09-02,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,10.2,4.3,20.2,75.3,46.7,4.43,4.1,-0.15,5,1,forest,0,
2023-09-03,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.7,1.8,20.7,68.2,43.8,4.43,3.99,-0.11,5,1,forest,0,
2023-09-04,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.7,2.2,22.6,66.2,42.2,4.43,3.99,0.0,5,1,built-up,0,
2023-09-05,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.0,1.6,15.4,39.7,37.9,4.43,3.9,-0.09,5,1,agriculture,0,
2023-09-06,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.8,2.0,13.5,40.4,35.5,4.43,3.71,-0.19,5,1,built-up,0,
2023-09-07,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.7,3.5,15.5,41.9,35.7,4.43,3.67,-0.04,5,1,forest,0,
2023-09-08,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.2,1.9,19.7,45.3,36.1,4.43,3.59,-0.08,5,1,forest,0,
2023-09-09,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.5,1.2,19.4,39.6,33.2,4.43,3.41,-0.18,5,1,forest,0,
2023-09-10,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,15.1,5.2,26.8,48.0,36.7,4.43,3.49,0.08,5,1,built-up,0,
2023-09-11,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,2.8,1.4,22.4,45.1,33.6,4.43,3.42,-0.07,5,1,agriculture,0,
2023-09-12,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.0,1.2,21.9,46.1,32.1,4.43,3.31,-0.11,5,1,barren,0,
2023-09-13,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,16.8,7.2,23.6,58.1,36.6,4.43,3.3,-0.01,5,1,built-up,0,
2023-09-14,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,6.8,3.6,27.6,57.2,34.8,4.43,3.24,-0.06,5,1,built-up,0,
2023-09-15,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,12.4,5.7,36.0,62.4,36.9,4.43,3.25,0.01,5,1,forest,0,
2023-09-16,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.3,2.3,23.5,62.2,35.5,4.43,3.16,-0.09,5,1,built-up,0,
2023-09-17,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,11.6,4.6,28.3,58.7,35.4,4.43,3.12,-0.04,5,1,built-up,0,
2023-09-18,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.6,0.9,19.5,59.5,34.8,4.43,2.93,-0.19,5,1,built-up,0,
2023-09-19,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.0,2.7,20.2,60.5,33.3,4.43,2.81,-0.12,5,1,built-up,0,
2023-09-20,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.5,2.0,14.1,49.2,32.5,4.43,2.72,-0.09,5,1,forest,0,
2023-09-21,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,3.1,1.5,13.6,45.5,31.1,4.43,2.55,-0.17,5,1,agriculture,0,
2023-09-22,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.0,2.5,15.6,40.1,30.2,4.43,2.43,-0.12,5,1,built-up,0,
2023-09-23,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,14.2,6.9,24.3,50.0,32.3,4.43,2.39,-0.04,5,1,agriculture,0,
2023-09-24,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.7,2.1,25.9,43.1,30.8,4.43,2.39,0.0,5,1,forest,0,
2023-09-25,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,17.3,4.8,36.2,56.8,33.7,4.43,2.43,0.04,5,1,agriculture,0,
2023-09-26,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,1.9,0.7,23.9,53.7,31.1,4.43,2.37,-0.06,5,1,agriculture,0,
2023-09-27,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,13.6,4.5,32.8,61.8,33.4,4.43,2.34,-0.03,5,1,forest,0,
2023-09-28,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,12.9,3.5,28.4,71.6,33.9,4.43,2.35,0.01,5,1,agriculture,0,
2023-09-29,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.4,1.8,31.9,70.0,33.5,4.43,2.24,-0.11,5,1,built-up,0,
2023-09-30,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,1.4,0.7,19.7,57.2,31.6,4.43,2.18,-0.06,5,1,forest,0,
2023-10-01,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,8.6,3.9,15.4,61.1,31.6,4.43,2.17,-0.01,5,1,agriculture,0,
2023-10-02,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.1,2.6,15.1,48.9,28.9,4.43,2.15,-0.02,5,1,barren,0,
2023-10-03,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,88.7,24.6,102.4,135.7,60.0,4.43,3.11,0.96,5,1,agriculture,0,
2023-10-04,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,100.0,43.4,193.8,222.1,60.0,4.43,4.09,0.98,5,1,built-up,0,
2023-10-05,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,10.9,5.6,199.6,220.1,57.6,4.43,3.99,-0.1,5,1,forest,0,
2023-10-06,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,19.9,5.5,130.8,234.6,59.5,4.43,4.05,0.06,5,1,barren,0,
2023-10-07,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,9.4,4.1,40.2,242.6,58.2,4.43,4.01,-0.04,5,1,agriculture,0,
2023-10-08,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,5.8,2.4,35.1,239.8,54.0,4.43,3.84,-0.17,5,1,built-up,0,
2023-10-09,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,1.8,0.7,17.0,236.5,48.0,4.43,3.7,-0.14,5,1,built-up,0,
2023-10-10,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,1.3,0.4,8.9,149.1,41.7,4.43,3.5,-0.2,5,1,agriculture,0,
2023-06-01,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,12.2,3.6,12.2,12.2,27.9,3.87,2.49,,1,2,built-up,0,
2023-06-02,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,10.1,3.5,22.3,22.3,30.1,3.87,2.49,0.0,1,2,agriculture,0,
2023-06-03,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,1.2,0.6,23.5,23.5,26.9,3.87,2.43,-0.06,1,2,barren,0,
2023-06-04,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,6.0,3.2,17.3,29.5,27.0,3.87,2.44,0.01,1,2,agriculture,0,
2023-06-05,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,0.6,0.3,7.8,30.1,24.7,3.87,2.33,-0.11,1,2,built-up,0,
2023-06-06,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,23.9,7.3,30.5,54.0,30.7,3.87,2.45,0.12,1,2,forest,0,
2023-06-07,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,114.4,53.7,138.9,168.4,60.0,3.87,3.7,1.25,1,2,forest,0,
2023-06-08,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,5.3,1.7,143.6,161.5,56.6,3.87,3.7,0.0,1,2,forest,0,
2023-06-09,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,9.2,2.9,128.9,160.6,55.6,3.87,3.73,0.03,1,2,agriculture,0,
2023-06-10,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,16.3,4.9,30.8,175.7,54.2,3.87,3.61,-0.12,1,2,built-up,0,
2023-06-11,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,6.7,1.9,32.2,176.4,50.5,3.87,3.52,-0.09,1,2,forest,0,
2023-06-12,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,9.2,4.8,32.2,185.0,48.3,3.87,3.46,-0.06,1,2,agriculture,0,
2023-06-13,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,1.6,0.4,17.5,162.7,46.8,3.87,3.25,-0.21,1,2,agriculture,0,
2023-06-14,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,2.5,1.0,13.3,50.8,43.9,3.87,3.13,-0.12,1,2,built-up,0,
2023-06-15,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,8.9,4.3,13.0,54.4,41.8,3.87,3.07,-0.06,1,2,built-up,0,
2023-06-16,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,6.2,3.1,17.6,51.4,41.1,3.87,2.99,-0.08,1,2,forest,0,
2023-06-17,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,7.0,2.9,22.1,42.1,39.2,3.87,2.94,-0.05,1,2,forest,0,
2023-06-18,Uttarakhand,Chamoli,V004,Raini,30.5762,79.7361,2130,15.5,108.4,5.3,1.8,18.5,40.7,38.7,3.87,2.82,-0.12,1,2,forest,0,
